experiment_info;actualrun;nruns;grassname_habmat;PLAND;CONFIG;HABQUAL;species_profile;include_quality;start_popsize;timesteps;indiv;homerangesize;avgsteplength;dispfactor;isdispersing;isfemale;islive;totaldistance;netdisplacement;actual_movementcost;timestep_waslive;number_of_meetings;LOCI_start;LOCI_end
2016-05-16 10:09:57.554103;1;1;simulation_000019_p036_h066_HABMAT;036;066;20.0;Habitat dependent;HabitatQuality_YES;567;20;217;15.0;200.0;5.0;0;1;1;100.581421009;25.9513728821;36.962350075;20;1;[[0, 0, 1, 0, 1], [0, 0, 0, 0, 1], [1, 1, 0, 1, 0], [1, 0, 1], [1, 0], [1, 1, 1, 0, 1, 0]];[[0, 0, 1, 0, 1], [0, 0, 0, 0, 1], [1, 1, 0, 1, 0], [1, 0, 1], [1, 0], [1, 1, 1, 1, 1, 0]]
2016-05-16 10:09:57.554103;1;1;simulation_000019_p036_h066_HABMAT;036;066;20.0;Habitat dependent;HabitatQuality_YES;567;20;218;15.0;200.0;5.0;0;1;1;92.9710698474;18.7114085744;20.9979873605;20;1;[[0, 1, 1, 1, 1], [1, 0, 0, 1, 1], [0, 0, 0, 0, 1], [1, 1, 1], [1, 0], [1, 0, 0, 0, 1, 1]];[[0, 1, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [1, 1, 1], [1, 0], [1, 0, 0, 0, 1, 0]]
2016-05-16 10:09:57.554103;1;1;simulation_000019_p036_h066_HABMAT;036;066;20.0;Habitat dependent;HabitatQuality_YES;567;20;219;15.0;200.0;5.0;0;0;1;102.593546749;8.62344690354;30.0424377992;20;0;[[1, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 1, 0, 0, 0], [1, 1, 0], [0, 0], [0, 1, 1, 1, 0, 1]];[[1, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 1, 0, 0, 0], [1, 1, 0], [0, 0], [0, 1, 1, 1, 0, 1]]
2016-05-16 10:09:57.554103;1;1;simulation_000019_p036_h066_HABMAT;036;066;20.0;Habitat dependent;HabitatQuality_YES;567;20;220;15.0;200.0;5.0;0;0;1;105.808764711;29.278013863;51.0031510234;20;0;[[1, 1, 0, 1, 1], [0, 1, 0, 1, 1], [1, 0, 1, 0, 1], [1, 1, 0], [0, 0], [0, 0, 0, 0, 0, 1]];[[1, 1, 0, 1, 1], [0, 1, 0, 1, 1], [1, 0, 1, 0, 1], [1, 1, 0], [0, 0], [0, 0, 0, 0, 0, 1]]
2016-05-16 10:09:57.554103;1;1;simulation_000019_p036_h066_HABMAT;036;066;20.0;Habitat dependent;HabitatQuality_YES;567;20;221;15.0;200.0;5.0;0;0;1;100.060644291;30.3116133699;38.7054844244;20;0;[[0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 1], [0, 0, 1], [1, 0], [0, 0, 0, 0, 0, 0]];[[0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 1], [0, 0, 1], [1, 0], [0, 0, 0, 0, 0, 0]]
2016-05-16 10:09:57.554103;1;1;simulation_000019_p036_h066_HABMAT;036;066;20.0;Habitat dependent;HabitatQuality_YES;567;20;222;15.0;200.0;5.0;0;0;1;109.812455528;14.6260869248;50.4631376523;20;0;[[1, 0, 1, 1, 0], [1, 1, 1, 1, 0], [0, 1, 1, 1, 0], [1, 0, 1], [1, 0], [0, 0, 0, 0, 1, 1]];[[1, 0, 1, 1, 0], [1, 1, 1, 1, 0], [0, 1, 1, 1, 0], [1, 0, 1], [1, 0], [0, 0, 0, 0, 1, 1]]
2016-05-16 10:09:57.554103;1;1;simulation_000019_p036_h066_HABMAT;036;066;20.0;Habitat dependent;HabitatQuality_YES;567;20;223;15.0;200.0;5.0;0;0;1;84.9957321102;12.7223840863;47.503004133;20;0;[[1, 1, 1, 1, 1], [1, 1, 0, 1, 0], [1, 0, 1, 0, 0], [1, 0, 1], [1, 1], [1, 1, 1, 0, 1, 0]];[[1, 1, 1, 1, 1], [1, 1, 0, 1, 0], [1, 0, 1, 0, 0], [1, 0, 1], [1, 1], [1, 1, 1, 0, 1, 0]]
2016-05-16 10:09:57.554103;1;1;simulation_000019_p036_h066_HABMAT;036;066;20.0;Habitat dependent;HabitatQuality_YES;567;20;224;15.0;200.0;5.0;0;1;1;87.448349657;13.811507122;49.900990099;20;0;[[0, 1, 0, 1, 1], [0, 0, 1, 0, 1], [1, 0, 1, 0, 0], [0, 0, 0], [0, 1], [1, 1, 1, 0, 0, 1]];[[0, 1, 0, 1, 1], [0, 0, 1, 0, 1], [1, 0, 1, 0, 0], [0, 0, 0], [0, 1], [1, 1, 1, 0, 0, 1]]
2016-05-16 10:09:57.554103;1;1;simulation_000019_p036_h066_HABMAT;036;066;20.0;Habitat dependent;HabitatQuality_YES;567;20;225;15.0;200.0;5.0;0;0;1;81.2573242286;12.8349843888;35.829972244;20;0;[[0, 0, 1, 0, 0], [1, 1, 0, 1, 0], [1, 0, 0, 1, 1], [1, 1, 0], [0, 1], [1, 0, 1, 1, 1, 1]];[[0, 0, 1, 0, 0], [1, 1, 0, 1, 0], [1, 0, 0, 1, 1], [1, 1, 0], [0, 1], [1, 0, 1, 1, 1, 1]]
2016-05-16 10:09:57.554103;1;1;simulation_000019_p036_h066_HABMAT;036;066;20.0;Habitat dependent;HabitatQuality_YES;567;20;226;15.0;200.0;5.0;0;0;1;93.7933726377;24.7343291349;41.570363606;20;0;[[0, 0, 1, 0, 0], [0, 0, 0, 0, 0], [1, 0, 0, 0, 0], [0, 1, 0], [1, 0], [0, 0, 1, 1, 0, 1]];[[0, 0, 1, 0, 0], [0, 0, 0, 0, 0], [1, 0, 0, 0, 0], [0, 1, 0], [1, 0], [0, 0, 1, 1, 0, 1]]
